account,nonce,index,credential_creation_date,credential_valid_to_date,credential_count,total_balance,unlocked_balance,locked_balance,baker_id,staked_amount,restake_earnings,pool_status,pool_metadata_url,pool_transaction_commission,pool_finalization_commission,pool_baking_commission,is_suspended,delegation_target,ip_identity_credential_0
3F82eemM1UiLXedf7FVf3s7291zPvHyXN3UQdjYLei94UNacqs,1,69714,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
3F84yn1tv6zJZw2RFrpndoz5WAULJ9BRUenmuQhuFWJ7NFCWHm,1,18984,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3F85ZrpgntuRss2EZkVoKxhyg9ZbBV5e28jmVDZuVkBb8Hj32U,1,24480,2021-12-01,2026-12-01,1,241.000001,241.000001,0.0,,,,,,,,,,,1
3F88AoNuXvAyYok878a1Qj1G23LPKXP9NyaFRpFgZDG8xSwrNT,2,5821,2021-12-01,2026-12-01,1,70.002167,70.002167,0.0,,,,,,,,,,,1
3F8Dk4AumVmo1mrYcf7BzAX8RTNyqmSqp5R4HDhiciD2o2koGt,4,85124,2022-09-01,2027-09-01,1,8775.226778,8775.226778,0.0,,,,,,,,,,,2
3F8DwU67HuQ1kNo1xqeEv9rsu1sURxpensc9zoWyUey3crTDWT,1,42215,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3F8H68oiuc7p1Yp8LD6zz9FWy8PESh9siMeEASaiXHvZPLX5fQ,7,73747,2022-01-01,2027-01-01,1,43122.580248,43122.580248,0.0,,,,,,,,,,,1
3F8HLqTTDdTDLafGGN8pZEsBgtMiGKWbpKoDyPnHjzQV4ztcYz,1,20913,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3F8He4gp27tnLuW1anbhZEN7PtxDYEGk3wzstoauJrhWVaAUcP,1,21619,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3F8R1qeGLmmSJkbPyNrtHCQbTkdW9cTZoCehydyugYWHwCvyud,1,25652,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3F8Tp7UMrsLHy19a22DBMfTiuHtU7bzkispJMQ1pqx1zej16uj,1,72121,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
3F8hWMuf25KNcBhRuKCgF6wt4yDtQriSzSWwUppouhme59ZDAx,1,70267,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
3F8jjTPZNfgxVQiicBTzhVyj238EdoPHRcKKfex7Pfe3Nt363B,1,65375,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3F8otofZfjCrRLjmH8Xw7S1skzXJ5Pw2CPcsKoXbawfLYH4gWa,2,57603,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3F8ynYMsCSWK84WrsKqrEZUnX4nNM6RE6ZuSbHBfxFUwzkbF6X,1,5798,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3F9CntXTv6PirohL1FoZh7BKE4uAT4r5VAHwWJGeqhZ88wrEPu,1,63231,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3F9EC3T4heSnunczNsRMAw6EQLnpEsBwXng8YASSFKsa9Tojc2,2,66188,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3F9FtRj3FeNY5VZ1Gefgu1FteoeJwumbhdSnFvWpZZY34vbVC4,1,17728,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3F9Kv15EHxaGdF7F5q8kSVLjmkHovV72XndtR3oA3vwSeTqk3N,1,64933,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3F9M3XJwcFZ7QWrzQ2EVp9ysKDojBZZfU2FrBRksjJ5HKH9B4Y,1,31960,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3F9QMnMxG5UVQLVav4LFXEcsf6jD6ABZzsxbM17mdDhxruVGZT,1,74477,2022-01-01,2027-01-01,1,1907.46,1907.46,0.0,,,,,,,,,,,1
3F9V3CDtrCRqSnVjcvxpj4gwXeYvuussNp4MxugW3sqFgo3wH3,2,57477,2021-12-01,2026-12-01,1,2.539266,2.539266,0.0,,,,,,,,,,,1
3F9WUB7EcDUp2S9F2KHGbLWQs57KHZKFvXXiacML1Gxv5SvjT6,1,76732,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3F9emi59n4mKagULKV3zoq36cCdsxX8XxsRSmRLn1k6PqCwoLU,1,44964,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3F9fZaCiX9cJg1qCX7eEuE5oGQz8e8ghnoR7hveRWzrRWVFCNG,1,75815,2022-01-01,2027-01-01,1,100.0,100.0,0.0,,,,,,,,,,,1
3F9jusvS96Ci9is641mbuokXa36X4putj957mFtVMe8aSyJY7H,39,23833,2021-12-01,2026-12-01,1,233901.02428,233901.02428,0.0,,,,,,,,,,,1
3F9kXVU53KFcjTVeLrjzy82ZrDjxK3iwQ8JKw14Kbdx65ME1m6,1,16731,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3F9nqQ4YPNzdTgH3SaaKhSf73jjWPv5CWfPx3HVnArMxGjscWS,1,57010,2021-12-01,2026-12-01,1,1774.976033,1774.976033,0.0,,,,,,,,,,,1
3F9rBrgcU77m8Z1V9EwFrcSP9ZLbutk8cCVccz4MvV3Hs8FHAY,3,7727,2021-12-01,2026-12-01,1,70.000111,70.000111,0.0,,,,,,,,,,,1
3F9vra6UifiaATaShHMko1frda7opZHrqG7LeUvYNjzss3g52j,1,19319,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3F9z4WBi3CAnmmBhC6x2tPQxFosxCmnZvPdA83BbtjhPL3WmkH,1,46527,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FA8Xf9NvR42B3rkGgGckgFZCTNWuLQ2qnVbMek2bPJHy8iu1k,1,4159,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FAAg2sGbW5b2UyZaReyMY9xjkoRDyedhikeuF3Tm9mGM17dxr,1,65713,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FADk91Gk5FbSP19FMSi1pfZZdy97NErmsTG2wWt6ZQT9vS9GL,1,47597,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FAG9uaNrvFrJvyJsbgH3SaUpdQkjxkHGuBc99mhqtyiMpcnU7,1,70420,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
3FAJmvyBakwUKfGL1KUYjN1Kv1ZuEWBVrHqZBS5xXPXc3bZsnc,1,78840,2022-02-01,2027-02-01,1,190.26,190.26,0.0,,,,,,,,,,,1
3FAREoDELRkKc46U3GnnWZh9dpFH2X4ctaxTHgWCCcmsgkVeAt,2,22335,2021-12-01,2026-12-01,1,73.872064,73.872064,0.0,,,,,,,,,,,1
3FAY33qvnLiMeX4L3n9oXZx9Zhjs7RNUWbqJ8mqVE4qZeQzGQ6,1,77928,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3FAY3jbqiaZFzN5HP79u7hNxR4SnHGdv3oVwEz52XXWKussRPX,1,58348,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
3FAeyTPw44p96C96g3utaoTmCB5zf1TqWXqrkCR9rC8EphRv7w,1,33583,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FAhizMqe9soYSG9mqDVRXpX6zNLopWiJwJzCUa1rP2eT5aeV4,1,30527,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FAhqGCjY2PHrKssvdKGy2cK5rtsN9BnTEN8nkPyD6vhdFeMuy,1,40857,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FAtEBBV6Dmv65t6rNEgUWTGd4ANnK4WVayz9bxeG3aYmsFQYJ,1,37088,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FB3DLUDJg7ShBwMpV9Qc2JgmpFuP58KiLn2aKiVfv5RVc4D9N,1,25957,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FB8dn14kkkc3dn2fyiXhRZJPUDsGB2tYPqonyhUzNP6DQCxQs,1,58621,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FBAceq69u1bLFHd63RiiKCEumZmbeXukWew5gnMR9ymCoxbh6,3,29229,2021-12-01,2026-12-01,1,70.044333,70.044333,0.0,,,,,,,,,,,1
3FBFQfzdiubrfUQCaLr2DdxPBYfjS4rFN5eNMSLhgqmXKtkEPT,1,61230,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FBG9rHuEscHkks9Lv9oPUCVpU5HFwzzkUmLgknbK5nhc6aq3E,1,40769,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FBHzwCbMn33U4rXaBHDgoqNkHcqmSH7BVn1yy7Q7FKS5EZ5Q7,2,68817,2021-12-01,2026-12-01,1,0.72002,0.72002,0.0,,,,,,,,,,,1
3FBMY7xKDsg7atsbZAjfyxdThe6afASE2enrKE2S6YCwcbRYu1,2,28038,2021-12-01,2026-12-01,1,70.972167,70.972167,0.0,,,,,,,,,,,1
3FBUCjEdTFAMtAJDZsZRSE4oPjjYsAhL5oD95jVWs6sJNEKfbh,5,739,2021-06-01,2026-06-01,1,5.390503,5.390503,0.0,,,,,,,,,,,1
3FBetvCrkWBCLfJ3guHV7tf3bUpQaw1Rm3p1vUhpcfi7pqBYzA,1,42788,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FBgQ1h9mwkqRB2uoFQE3Zuw64bs1Uq7axGcRyBwSekkUvraEu,1,33953,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FBhQcX2HEUh8iiXTu3hkxPFEQaQkT4jSHSAKbtwRfiTQMHCEo,1,40563,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FBrnrn7i3Tvj659Kx7C1o8ys1rsga2LJomdH6Y5DeMEbp9Kb3,1,33539,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FByaSTqXZLrT5TFgrQ7UJgdUXexHa5wAFnJiVvBEhwrTNFVZF,1,21514,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FC6MQ81w1DqAJ6b2zSVECeeYpouFT2vhKE4EYnqHGHRqDumWh,1,31735,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FCCp9TEv7vE8AmUw4sDd8j1pc48A7A6cQyNBed2nJY6ZXVprG,1,38357,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
3FCE3HpdDdCNCLoqqZcWPSL9kTzGFiCbHUtJTYRJCZP68RC69q,1,11710,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FCKj4PJnerdpEARa8DnuH5cKU5Sdg6v5skKa1NsgZHvqHwDvb,1,63756,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FCWEfvktxEHM1XugnEQD67qUQw8Gma38VRdn825WcJdCZVHWR,1,24915,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FCYe1j5KfmogMxeSML3bUCFbBAsMSdKE5FAwHi58qATumHkD6,1,48636,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FCZkYHAuZtakHwTM6kPvin8pE49zi2VgvgfJfn1P597Gm2wBt,1,59536,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FCaaKbzuyoVe8CjVWf7GMPzvjsP3W6uxSz7jkNpD9Ad8M9gKb,1,14749,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FCbyYu4iFZng1K3ZEBgFKVpA2eWhGAhia8qoSPMyThs3DDpaU,1,61839,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FCd1zkJG41XGPbRG18RWZJektUnX1c9D17mWAAk3q4dGUk9Mp,1,71973,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
3FCgoubfQMnhNStwm63wRFhnCb9CnWxRozoAujz54v1BjKoodb,1,27139,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FCk3SJ7cGdVMRaLx5jicxTt56YWUCDMv8YuaWyUZ5vAxsosqc,1,25634,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FCoJf2wZjecEKVWoAqLC2r76faQgGLF9rmMkhWZdFpCv4meox,2,29713,2021-12-01,2026-12-01,1,70.472167,70.472167,0.0,,,,,,,,,,,1
3FCpKyQyhpEDSi9KPrFXwM1nowZmmjxCrKEGGwDbi5FWHiot89,1,51052,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FCrGjB4m1mUC9VBCaJy1yUe2PAM7CKEmgn389tb3nQPtJTAaD,1,41193,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FCyFk8jsRdyqtE4zuxrcTgi3mNgtRa3HisAanUWw3hqfKtJ5w,1,5687,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FD9JXwE7ufoBssb6fbisH5VXd9d7A3mntMJSWhA78GGQ1zbbi,3,20883,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3FDDiPi8mCpPZz2vY1Miwg6V9eVzNx5q4wJuE58Ht6cV9pdzTp,1,40153,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FDEb9YpZZp4SXjBEHGFbeQ2y168yAYK3ERbfcfddZHRnGYSr6,1,78145,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3FDHhof2VYWJBptJq4TctKxgkBRQth3uCkZepiknk7idKFXHN5,1,50539,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FDKGEb5G6FsTntXd4FFLpZkdMNSEXrsupS6JsHbCcmx3KWhdm,1,8743,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FDNvyJVEbHMhFjYtrQ2Gr9RgFKfkQUkqqQnkmwaHdLLy3z3hX,1,12836,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FDSmrhNLgpyof17e7H2qD8WdRFh5r1ZF5w9DJNDs3feE6zZwX,5,23928,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3FDngSSXDgvJaWVg3PVTjPPWKCXyMj92CxSTg8L7wGZR2gqU6y,1,34831,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FDresATfXBYMYvW6soBBPmdT5faDY5rw7ojxuMFBHq7jVZqNX,1,70921,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
3FDuQenLPhMbRruxK39q7uG7N6JcHrLvK4USo4AiipRioi3NRb,1,12626,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FEAQxfk3QGGBLtfQBX8pqvbjFJHfk1Vir3m3At3E5cxJZf9VV,1,62508,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
3FEAtQRgz8b2x5JFCK5DRYjj272AdB6DzjFGt13i4MrLTi5snq,1,36352,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FEHt1fUo5dvxdzu1DBHeVPLYZG3uDDZeTJmTANFsubDXjZ2at,1,39796,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FELVvCkd5F2ePJp5Bod6NgLEkWurXeUhu1SHibH26a92sYtFy,1,17366,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FERAesxmSUREXVD8SmczGj4rTg1U5ziqbgpT912ii9bBTrFDS,1,16663,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FEV1WirnCAsZiM8MVX4e1pASiDXLPDNnjFshybssLDj9tj8L4,39,29788,2021-12-01,2026-12-01,1,11.668093,11.668093,0.0,,,,,,,,,,,1
3FEmWm8vmkt34gLHSNzNpX95R2P7NuhHypN3Mgghw1Sj38eSkZ,1,83205,2022-04-01,2027-04-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3FEwFgtbVBm6Qssj8znYPpLzeieJobgTaHpgjFxasVRvcjS9Vx,1,80174,2022-02-01,2027-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3FExkVDHXuxkkdsWEZPJxfqyXTjGrkWiTBMSV1vBQT1SkPtH2u,1,29000,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FF5Wth8FaAQEDHBJ8drY2UzHgfP8g3tZQ46njTfdsxQQDucga,1,55678,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FFBRPvmmzTxdtt2VxGv2e8sWo3Gpm1HnKBRizmTe1ciNqmBms,1,9051,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FFHqwwAXWQimXCNea3RY1MMSmJ6YUpgBJB9GCd8ZiCkZqo1Xj,3,3106,2021-11-01,2026-11-01,1,170.002166,170.002166,0.0,,,,,,,,,,,1
3FFJf7DmQQYMCCMgixz7xmPhnw2P8CC9kDetL42Tnaqbw9gS7C,1,6503,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FFLSSAs3QAN7mn3buDj8oj32t7UVnM8ouJgnRge6cajSENERj,1,56036,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FFNK6YsVvTyNUsqJ5BBEFKxdA2bHWC7NPesK7oErP7WhT7krK,1,83095,2022-04-01,2027-04-01,1,0.0,0.0,0.0,,,,,,,,,,,2
3FFVsx6DeADnh9P58N1AVegW83mqmikTDLfu7qy2XFxkARKpfp,1,71181,2021-12-01,2026-12-01,1,17.000001,17.000001,0.0,,,,,,,,,,,1
3FFcVrhzupZVn7zrp9pBTGLhA9kjj7Wf9pfsF2tTEj62EZd131,2,19714,2021-12-01,2026-12-01,1,70.072167,70.072167,0.0,,,,,,,,,,,1
3FFcZiNiALA1nXyeyNWiUpcPVjiArSaY15H2paSWbQ3NqrNN57,2,61664,2021-12-01,2026-12-01,1,42.0,42.0,0.0,,,,,,,,,,,1
3FFdf4niUVcEbgTcdQre4M8iskVSZ9X6exSgCY3akXXXboBNGy,1,50396,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
3FFgB7cA14yrejakXCAhvsQvBoJ3jq9r9xqU83xKSmh2xLQFpJ,7,34993,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3FFuCo8i3R4aDHi97yjx4QSFeAp4iWU59XRiCoCLjhETYpDvT5,7,32766,2021-12-01,2026-12-01,1,114642.084473,114642.084473,0.0,32766,48917.588531,True,closed_for_all,,0.1,1.0,0.1,True,,1
3FFwSgWHtyi9n6VuXkqvcdKAQXZPpsYGWwZk1pohrZNJRPet4G,1,17320,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FG4e3m9NVYpWMEENEfqDVuZsQsCuKS8Md1UCvuEfPTxNjbcqB,20,1982,2021-09-01,2026-09-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3FG64WM1zyUSrzTp7H6HsUiQtSxG1k2GVG6qTbxt9TdDguK3kX,1,5568,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FG95D8FPWDKbtEoMzBr3dhkBBaMM24taGCLnQG9K9HCwDf9Su,2,56310,2021-12-01,2026-12-01,1,70.072167,70.072167,0.0,,,,,,,,,,,1
3FGKPHqbc3xf6VvxkSRWY5JrB16saDgHPmtQR1Nvo5xVuvgcWa,1,35773,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FGNVv8HFUSgbJKHAcZJfhqRKqLyevPyH2bPZA79oSBAWwC6j6,1,12779,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FGg2Kzc3vnm8XhVF2EVgkkn64uMWzbkYn7rPdpqbZpX3tS5mh,1,22227,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FGhGfv3yHVHTescNFBoshGhNtUGBDNPFP3uhrsDtoVULmHsWQ,1,11174,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FGn9f5cQCeJiPfGZZE54oEDRc9o9CEZKt8tRdXNxVvM4M1EDz,2,39402,2021-12-01,2026-12-01,1,70.472167,70.472167,0.0,,,,,,,,,,,1
3FGnTkJG3a151CjVvuiHhwA1awNghc4Fa3da7vXSQmNG4Z4RUZ,1,19789,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FGptBpeJpJZAcJCQ2taatRvFiPZpkHhJQTJYbCzePMd1QGn1m,1,60465,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FGywhUG7YQdY38c4czje7A4AL7bSEAWfJ8uHivr43zxFuxQT9,1,57946,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FH5YnVwWWp1SHA5XSeABxQVBsgXr6TZEakAoFrQXWpYCYiQTb,1,69476,2021-12-01,2026-12-01,1,17.000001,17.000001,0.0,,,,,,,,,,,1
3FHBrryGNVcb6j8HKpKgK1qnyTFHERZg99qJQRzVp58KBprvyZ,1,15216,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FHL5AxTsMaXGetLHRxsFU5nENxZfCu8z71SnKV43xrqf83PDT,1,77003,2022-01-01,2027-01-01,1,100.0,100.0,0.0,,,,,,,,,,,2
3FHLD8JMGSCgNGBtt4kt3iJLj6ZUKuLHfayYMuBFJABEpj6iQh,10,8473,2021-12-01,2026-12-01,1,70.725606,70.725606,0.0,,,,,,,,,,,1
3FHNJczpUfnY3usZbbe2yXqjSZFbb23fxR7khPD5EqhRr2DB9s,1,6515,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FHdd3AAtBioYMehjZ7TprrYoLDzJXYsWHh16RuJovA4TsBUhA,1,15933,2021-12-01,2026-12-01,1,141.000001,141.000001,0.0,,,,,,,,,,,1
3FHpuX7GgCswsvxFpac3XFRDt3H4m6gufnUzxZ1VR1xwrQ71rA,2,63097,2021-12-01,2026-12-01,1,70.0,70.0,0.0,,,,,,,,,,,1
3FHrhc72s3oa7NdqYxdcygptRFPqXYfFhKMSDimndTaYtL9XER,1,69257,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
3FHtihxuuy6oT3KP9CjCtiHjPfo6Tna25DNgctCqiy6cmXVre9,1,16469,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FHwH47qNxf1goTXb29aW3PXvW7L75cHe43dj4TXArKnfH1WNY,1,26198,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FHwzFVvqSHXek5RNYq4RuPge7xHtD93MwuaCmBXK1LFUFtXsD,1,85326,2022-09-01,2027-09-01,1,0.0,0.0,0.0,,,,,,,,,,,1
3FJ1GAVgQc4qpr59AN5yShBtjyAYgQoMnFfLkW1stnENMQSd3R,1,12905,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FJ2SamJfu3iap1mWCpk59stTV3yPUSi6oC7yKHqVxn6m8UcKb,1,17358,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FJ2sWjLxriBG5iigCWxMtxiPhxo3NZ1DMxqBvfQMuG1kRLTFo,3,73935,2022-01-01,2027-01-01,1,3220.429444,3220.429444,0.0,,,,,,,,,,,1
3FJBWJfbTTtYfyrmHfnBHE9xtiV8qfjnxxiZ8BKUpaPFLTj8Te,1,53241,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FJEZsvDR77eFZtkvFhAjE2sGvHSykWECP2VuqpY7BLAZCai8y,1,41339,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FJQ6pWXJUp4mfsUTcCUpSxMN8UuUsVWAYdXeMujgHgSr9u6Lp,1,10979,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FJR7oAV9NxCxRNWiTvDAhu7ZDfxutjgrZtk4vn99U8U6uewBc,1,32429,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FJTYXDGNtuUTw1d3uMasTzJVSryGHEKe3aQuWSNKtkJG7SNTA,7,28014,2021-12-01,2026-12-01,1,70.729286,70.729286,0.0,,,,,,,,,,,1
3FJcvELgvJyn5EZ7bouLCPGiQNtDw6woCTDGAU4fpxYPvFVZZa,2,63068,2021-12-01,2026-12-01,1,70.0,70.0,0.0,,,,,,,,,,,1
3FK5aNfu89k189KvE2oUhcMXE6ZYwN68DmC1YBn55vQV1g4JYK,1,39230,2021-12-01,2026-12-01,1,87.000001,87.000001,0.0,,,,,,,,,,,1
3FKKDkvB8mhPbioEAZJMN74WBkUvSV3SD6XJc6GngvnqoXqXf5,1,36640,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FKTiKisqciRDEkTiAumnqpyKywfMNzkFv7fbKX2GJ9bvuYKWN,1,39469,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FKXeKkvUErHGZa6sE4TWkxQCJdGzVJQzfrUDLdwt8B4YVK8yZ,1,14237,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FKjQvexK9G9mV7YNt2WoKjmt4hmLpi6bZfMcVBNrBCqxiQ1mc,1,19740,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FKmPFZjEaVB3REHGMvCxLRs5ok1c11RGBQPVoUAFU6DU1HWPB,1,39562,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FKqvUHahzC1Mn5ve5HpShzisJV21usYtHNLr3QX5E4rxNbfKF,1,37478,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FKuT9wUTJhz8hC6pVQS8GPe8xzq3PHimEFKjPVZbY9R9dxF7e,1,57131,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
3FL3uvqPUWsC3ZEE4prgSnpCpQRGBKvir2XnDGbz6ZQrkRasKj,1,7035,2021-12-01,2026-12-01,1,124.000001,124.000001,0.0,,,,,,,,,,,1
3FL8m4CLsEPkRtvtGbqBDPS5tX5zQKxaZGNpjpR4PjZE89D9GQ,1,58206,2021-12-01,2026-12-01,1,70.000001,70.000001,0.0,,,,,,,,,,,1
