account_address,account_index,USDR,EURR,t-USDT,t-USDC
3mfgaBfyCCqkRsbXoKjibvimf32JLVsWKxZ8TSeGQw9GDjcYMU,45664,0.0,0.0,0.0,0.0
3mfgiN947t16gWdtASBGK4ey6uC9RXusTeNXbEQtFwSECfJqdf,69096,0.0,0.0,0.0,0.0
3mfqN8aUKfigeYv9AA9z4d47YwK17jtX7oYbC6MBZ1xufWptGm,35596,0.0,0.0,0.0,0.0
3mfuZVJsfm1xEsAxCiJSUV7ARGE1pfHmfPV9SXALwkxGbds5F3,3400,0.0,0.0,0.0,0.0
3mg1y4sBYVej5dSVA1kqgeir7ee6UqqSRdbzWcLeafj3tU6g7Y,26660,0.0,0.0,0.0,0.0
3mg8bXpoLeY8WXoYf1rBw2qBhy5oh6rjnSCMVKRediJFBVNCoe,61789,0.0,0.0,0.0,0.0
3mgCeRzcc5ygpJ1qCeWTDiCJdUCqaG3pYRJG7st3buw1XTqZ9t,58629,0.0,0.0,0.0,0.0
3mgFh2KR1MFk8pdXoY36mLwC5UqoJQvG8fdTVZLNQWDX4UKHW4,61346,0.0,0.0,0.0,0.0
3mgFmRpiqCYgrY7o4q8PjYXy37r9K1bNwSsBFsseejMxfituPJ,3891,0.0,0.0,0.0,0.0
3mgPPDa5CsUVrhWBvRCLEbPoGSRjFfCDGhRTgySzfLd4Bs4oPr,45166,0.0,0.0,0.0,0.0
3mgSbk6QvXdRxqKKPcixHjTxM4AT2DGMM5KJx1HAk2LnfyqHHZ,8794,0.0,0.0,0.0,0.0
3mgYDBpk6SCEQGbfwxbj32VfvGrJGBKdTuZWcPkGtZ7e2S9zTU,25232,0.0,0.0,0.0,0.0
3mgb7WC6itMupx5GjjUijqZAjePvWvkUXSwnDTEY22vtfzYHZt,60406,0.0,0.0,0.0,0.0
3mgg7xZXAWT81hYdfUF7rT1vj17D4G4RMnZtj4XM4TKSHGhMaY,6518,0.0,0.0,0.0,0.0
3mgk9JEngXrx7bFD1GnQWRPdB619hj589EtJqjPKyNeNgQjN83,54132,0.0,0.0,0.0,0.0
3mgmzxrST63WEavVQ7YquN9howBbSLa7r3fPTazaDgWuHtJG2p,5016,0.0,0.0,0.0,0.0
3mgoKQvbKvMp442WpEnaspGKXGtnaSbKxE4GP9sKDzka6AL9ju,65892,0.0,0.0,0.0,0.0
3mgr4NQpHbEXJpnfZwqWoKRpvH7CDajo6ezxpDpxRfUJNLDTNN,69297,0.0,0.0,0.0,0.0
3mgwbTGMTxxkqvSnw78S66rKPsxgWWfMnJsQcHbnJHJRBbYkDd,30996,0.0,0.0,0.0,0.0
3mhCFaFiiNPdAD9Adg1JqywyvsRq91dXqQkGqf1Gnc52vYBiQn,18293,0.0,0.0,0.0,0.0
3mhSDzvzDDWAfcoDgfStq7kuK9vm9RUFCTRUWJU4t4dsgDGZFa,31020,0.0,0.0,0.0,0.0
3mhjVCZLn61DiTSuvuFFPzEmfCQy1tUeJJc2Agr8ScXWQRiYKi,37818,0.0,0.0,0.0,0.0
3mhjr1MvSsmikQfHCpF3ADteiGJWpJfs8VjB1NANCysyvU1p5L,63740,0.0,0.0,0.0,0.0
3mhuu4a4ktxkdm7Us9hC5chCLk5e6nvb62W2yBH3M9odxBzHbM,50088,0.0,0.0,0.0,0.0
3mi3pzt9D3dXYV5HiJecq9JdkZiQ1KTZ2tEYoAiRV14L9mUrZs,69677,0.0,0.0,0.0,0.0
3mi8MoChMYP9Lt9XdtDV4mKN1xr4vYi6stBEkRschja73PoWdc,44128,0.0,0.0,0.0,0.0
3miEuDQ7yEvaFhXEQD45tAhujZVfj2PLTEM6EsyrmNBXYp1DJV,46465,0.0,0.0,0.0,0.0
3miGEYdh2nha6QQwC9gLGPkaD9upVaic1SHV8qezyRagEfUPP9,56192,0.0,0.0,0.0,0.0
3miGmWS16cj3Zv3kcd8wmvaJBJ5GURUaP1HJNwtPhgcbuPWFk8,48043,0.0,0.0,0.0,0.0
3miJzt9rFMopEnf2RsKgAXuJM9h8aVTsLkXtJsW7wH2RBXQ1GN,17469,0.0,0.0,0.0,0.0
3miUbEv6R2pqTPmgW8jAy1pJMVzieM4acFU8aStxxfLJak4odu,68587,0.0,0.0,0.0,0.0
3miXybvgfgFWcwr9sVvGgJ6PaVo9nCAJDCkGxzJFVkZimo86N5,12136,0.0,0.0,0.0,0.0
3migibCwjTPHA7Wgut5PKvvwBatvHsrwUptk7TWe6nxCyJDq21,49217,0.0,0.0,0.0,0.0
3mimoQzJo8Ab9dkEwbZzBuMeF5GPu5DpaTpBDhTsJ9k7Xaqz1e,16471,0.0,0.0,0.0,0.0
3mit4VQSztGyMi2aUN2mkJ5S8TDKHSKY66AH4fXGecNd65GWt8,50980,0.0,0.0,0.0,0.0
3miwpQwKvijrEXyU3mT6WEzbjc5h7GrcNqS6VjBLDsWqpkCNwn,16423,0.0,0.0,0.0,0.0
3mj3GSJhdNoMLf76ykaaUapBJxLYMkk47NtjXbPhV7H9YwJTHs,63117,0.0,0.0,0.0,0.0
3mjAfDJy1CJG3KzuKv7PR4eu53kYGTTdg7i9uGEdqhfXdsENC8,53971,0.0,0.0,0.0,0.0
3mjMA3xo3hnKfMHi4Mt9GKf8F5oZhNZoer4HpSySShipEkAsT3,1330,0.0,0.0,0.0,0.0
3mjbt6GJeQn2NCpeU2KTqMWmjx3w4VbN3yzihRxY3QHBkU9QzV,10715,0.0,0.0,0.0,0.0
3mjgzeocTMMSoAkRUaAL8uP68DDCkmufVm7WvPv2q7b8jUEwYw,67961,0.0,0.0,0.0,0.0
3mjnnfizz4K7wrAuerPKMrZHiS4bgL9RXdJKiqbM4XdgaL43ox,42709,0.0,0.0,0.0,0.0
3mjpx4nintSkXRrxRvWTzmFK7K8Zg3yyxDzBjtdZx11drVQeqK,57751,0.0,0.0,0.0,0.0
3mjqnNhPzeDvqP71DhYYHztAK6BPe5vvajTnJnPhmuCiYLrocc,47823,0.0,0.0,0.0,0.0
3mjsT4QGqq7MuhRR1sq1aFmSeBLw5bE3rH881XA27c76pFfmJ7,69905,0.0,0.0,0.0,0.0
3mkGBapLrGxQUfAUYY8woAp47GGhwGFhaECfTn9Xwfdkm1PXuw,26749,0.0,0.0,0.0,0.0
3mkGyPXbHVSwpP46BKRN6aKrNH3pDPMyA2mXWbJcuUMvLDMDKX,84524,0.0,0.0,0.0,0.0
3mkH5ndbAov8mE9iBCwz11D9BbQ68hVBKHPbD3dCF9DUrzxXv4,64938,0.0,0.0,0.0,0.0
3mkJu2vm9QktuZPzYxp5XyVLWCcPSy2uB2142SQhVF7yPHzD4n,53669,0.0,0.0,0.0,0.0
3mkdGpkUSWa2YtGFWjkN26XqSZ884vAYkUx1g18b9LzXeCzAet,34939,0.0,0.0,0.0,0.0
3mkqAfZUFFebDgwwmCvTNc6pPUGjXc9qVvzx2oSQ8Z5PTwW52M,46554,0.0,0.0,0.0,0.0
3mkshiDnHVNDCdD8GsQAv4HauYss6eN1rJeVByiwAGs6MazVtZ,58867,0.0,0.0,0.0,0.0
3mkvhHGmt5pCfYmF9PpbxPfFojU3bw8bSXQUwkvXmDgHixofvm,55280,0.0,0.0,0.0,0.0
3mkxSfUvK8oH5z1jPpfbjhhdqXwdbuTxbdtkx1TgXNG2JnBLqc,22681,0.0,0.0,0.0,0.0
3mm6W4oGW6YDdofV1cPXykkZfWgtWojVj8aDjDABfHAaQHdNcu,70989,0.0,0.0,0.0,0.0
3mm8r2j1d1a6J98j2di5H19LYjEEXdZbwm45qnxycjP2mqq7EV,55599,0.0,0.0,0.0,0.0
3mmA9qGZG3WbvjB5CdWWRHNBksgieDKMZrHiGjGhm8UFLphi9B,29444,0.0,0.0,0.0,0.0
3mmEBB9jcTaQc7ddDNgKoibkHh1bhMnLxF1yYZCongwyeoFNGM,44887,0.0,0.0,0.0,0.0
3mmFBYJK19GJ8QScJ2M5B2nE1MHZrnA1dSEFbC3u2kgjn2XxHs,60280,0.0,0.0,0.0,0.0
3mmKHutMeNXWE6hBTtLZYUQRF1h8mg1NSynfWBcnTqj3WHnAEc,44792,0.0,0.0,0.0,0.0
3mmLFz8sXpQbiNrQZe47Wk9uxMR6a53SPeLcPfxm57Uir1uzXq,20847,0.0,0.0,0.0,0.0
3mmX56VrJ9vBEuqUMVN8cmwZ9cWJo3q1W2HukRzAYyRJMK8XpD,30592,0.0,0.0,0.0,0.0
3mmXJPLwTBc35a2UMFd5xtccXp7MPTxzrSpit6CGi6kto4aN82,53378,0.0,0.0,0.0,0.0
3mmY8suxGMNMoLo4APp9Sdj9Qx9LAGBEtzGiTuNv1NX9REwJwF,50514,0.0,0.0,0.0,0.0
3mmaX5aZnuX2CxTMgdQtSmjnxZDczJKGFMYEoc98SynRvzLBL3,33708,0.0,0.0,0.0,0.0
3mmqBDxRkqTSGHMwq56ksbH5CRFmXGoMnKnZDazDa4D3caEMuY,15329,0.0,0.0,0.0,0.0
3mmrxAxQkUXdHdqa9zhhMFxyRLzeH7Yy1X8CtSotCg19aP6NmP,31117,0.0,0.0,0.0,0.0
3mmzPnpddfWfh11Khh43JDzGaKC4DRKP343Kd4pGWzqze36SRB,51917,0.0,0.0,0.0,0.0
3mn2DCHpnivmZnHHLukZ5uh3SwsQXwhvu4tZyesRnL7wVgnqxv,8047,0.0,0.0,0.0,0.0
3mn4y8cRtF6gKkQqtt416HYezjn8bQXJQabittM28KKTZmnLyK,49996,0.0,0.0,0.0,0.0
3mn8MtWpCgRoAeXc37JM2PR2SVq8QrX67kgFeuafXQtJUAQs2w,58581,0.0,0.0,0.0,0.0
3mnaUgJ8zJKzjq6gGQxLsEPj7ZbqNKvN3sWd2fFoc46sBYfgbX,54654,0.0,0.0,0.0,0.0
3mncnBVfQ8vHJg552P3fC1WEoNwkpRVWFfSnJsvHZC9dRPTuzQ,34644,0.0,0.0,0.0,0.0
3mndgzUyXR6X4MVB5sfQL6XN5wqyUc8hdqmABd8P6yGp3tSRgN,12744,0.0,0.0,0.0,0.0
3mni2MQqgN3R1f8HUBDD9LQxv5JNmfQF1cGH42CsnX3FiRyxVB,80525,0.0,0.0,0.0,0.0
3mnjhaqwn62Wy3fvY1zYq5Cx548857AJTR8yFkG4Cbmc9AzGai,85157,0.0,0.0,0.0,0.0
3mnk8sTaqrRfofaPG6mX2g5wXtUb4D1nLqmYVVSZokt53ojRB2,19517,0.0,0.0,0.0,0.0
3mno2v2R38Gv3CbWXUPmvDF9MMVwfEf4F4Tqbv7V1Wuvemen89,47396,0.0,0.0,0.0,0.0
3mnq5Y67rPoDx4Pskh4C53719UX7ggx4EkUmDpjS8gRf8Bb4cE,18552,0.0,0.0,0.0,0.0
3mnrtPjiU7qutAPfdNfpiyzPjfpNdQPPpkVNH62i59Tf7KswC1,85581,0.0,0.0,0.0,0.0
3mnuNjLBMhtjsUhqiGHWZ9fnV1heAycyijpw1Nu15u97tRoUVh,60244,0.0,0.0,0.0,0.0
3moFyFgG2SzHxWAvAgyhCZ8xMxrSTJQPptWeGycETjkcRbjuYD,30609,0.0,0.0,0.0,0.0
3moGKzwYhw7xpTGtD1CiVKvUdmBdwtABLztgXGnZwBEgunzDBd,73745,0.0,0.0,0.0,0.0
3moGjEhRzRHQZYsy8EmWsAQZhATJCzMwaqABHFHx8UQDrLMPFy,51996,0.0,0.0,0.0,0.0
3moQA7JrNgkKe3NsBrv8SNE9BNJar4KA2hbT4Hv2VVzb83BmrL,10218,0.0,0.0,0.0,0.0
3moRNbDjWADWPkKFbKkcQrP1nZWicaF2fcEegegUF46swp7Dv3,14516,0.0,0.0,0.0,0.0
3moSRVMuxpmn8Xv9DAHd55Dr1ZNPir5Ni4BsXhMtcAU5qf9ouL,6530,0.0,0.0,0.0,0.0
3moVx9KGgPCAvaJLFAv4apCrW6B3sFTzbR2xkCAAKwiNPkpRLp,56898,0.0,0.0,0.0,0.0
3moX9PERTPQu1YPrWqo1LBMScAZfEowsz5TiLtn2VaayPAQfmV,56757,0.0,0.0,0.0,0.0
3mofAhZJEcLcnjuXthG5WYyQKDi4L1XJCVmmCN58QhMTuLBQfK,62015,0.0,0.0,0.0,0.0
3mou8fT3tiksxz847wNX2iTXWBwKCRRXZKeX2pdzBQybhA3yRy,61001,0.0,0.0,0.0,0.0
3moxQYKwLAcTwUf5gUgaUXqwrCKfh1a8CZBP4QEV5geDwfGvJM,44997,0.0,0.0,0.0,0.0
3moyBTioaxcMLGocJ8LkCv6ko5r4r1US8wCvQcmVNhXNzqdPa2,54421,0.0,0.0,0.0,0.0
3mp4sZAPE9XsFFwxSezvtiHWSh7UnZXKTPdAY8b6GezpqafQLn,86167,0.0,0.0,0.0,0.0
3mpEuJVNbDj1Q9PbzJY6PSmz32PacroWAVhfgbe75iBg4VrpGv,36875,0.0,0.0,0.0,0.0
3mpJFmCofFQGMzyKod8rqKEKUfoA195v3hHdjxjqTLzDnHgvyy,2175,0.0,0.0,0.0,0.0
3mpU64yGwbqHEBbmFWACYhNvha7Ue1aFsxMjhroMhqjSvnNQtm,28618,0.0,0.0,0.0,0.0
3mpW14NXWC6oYkESNcq23vwjsF48R3SmTnfpZbwtQHXWAPj4vz,50105,0.0,0.0,0.0,0.0
3mpcQXGLTLDXsoFfG6uyGMeCtYjteojSeU5AMSa24HZjxfNQpW,60685,0.0,0.0,0.0,0.0
3mpj1mRp7MoBhmEdY5qMYyMjDk2c5e78Mj9nrJSXnyAEoPrGwW,16509,0.0,0.0,0.0,0.0
3mpqcS1tFvLoM6zZhZi9JuDLA2M8qDqxtN7TbZVMjx6GcLauEV,30295,0.0,0.0,0.0,0.0
3mps9DMwVkAMim7HipUtnx3uN5hen6R771nyg2QhVsaZg2tNFZ,13637,0.0,0.0,0.0,0.0
3mpxNFibsjGf1nLP2q1vunHX27mBdpyZjd9ginZ33QFJ1LK1eS,64194,0.0,0.0,0.0,0.0
3mq4R2PG5FNnSGne8NstBy6p3pn3FG2oJ9WbxxmJtQ2pnLLyBA,4816,0.0,0.0,0.0,0.0
3mq4Xua2Yr6yUpyP3EtNTPshx47E1vM5QPTPMT5TpxA7NmAjkk,52538,0.0,0.0,0.0,0.0
3mqC7TozYqQQTBLgtPALguYGQC32FtGdgum2TYi1UMXTYzMGum,68162,0.0,0.0,0.0,0.0
3mqKGU952nbYn1QQe7CiNoRfX5ksqrAMA5xkJFRMpVRK5DfbKu,80022,0.0,0.0,0.0,0.0
3mqeBZDnzYBvZ7nXncY5C1FZg4JCQVp3G3DXRMKJQ1ogbTRHJC,42010,0.0,0.0,0.0,0.0
3mqhfG5wP5VE2rt4nUzqF64n65ybGfhFPy6zRC3J5S2vsmqyzr,7117,0.0,0.0,0.0,0.0
3mqnwZ2Vjz5ceViN1GiGt65qz21oWDNerY3HHi63XsUPZPG3Vc,31228,0.0,0.0,0.0,0.0
3mqrRk4KbTSGpefHZ3kPbfXRfjq8UciMzJEgm1rMotbdUqWSXx,11047,0.0,0.0,0.0,0.0
3mqxP4F4hLcSzi1mDY6rZNvaXofkwpPVVGp4DaWYTh1R1xk8AR,46016,0.0,0.0,0.0,0.0
3mr2Tmkpm4F3kAoLDwcwvtDhQ47FfafZPTm93JCXFFoBFzPx3N,40516,0.0,0.0,0.0,0.0
3mr3aLiaPVHsQt1PKpgngKn2YuBce3vVfjjNDWJEjdsM6KzzZw,73958,0.0,0.0,0.0,0.0
3mr43cY9PbsqGtSsEkrPu82XdiYXhdPw7AXyJypQc22QsakKyZ,32924,0.0,0.0,0.0,0.0
3mrcetK6VvyhA2YKxuk3xq6xuTrhAfAs2bAW2PhdVuqpW6eSTA,5395,0.0,0.0,0.0,0.0
3mrg9kU7t8BWkrpkwu6p1pXWRswjFbzZ4CUbidfE65q4w7L4Cr,68440,0.0,0.0,0.0,0.0
3mrk54y6Gtp8skwwjocCwMAjKP4s7QeSy1MKhh2YS5MikppowH,81114,0.0,0.0,0.0,0.0
3mrqKXgmqARMHeXCcPGwUoxFkG1LyVejYVseTVHsfCun8ZRx2g,26937,0.0,0.0,0.0,0.0
3mrqSChSsY7dwaDpAjtyCw3zsQLvQC3rd6b3yZ4s33yG8aDuAg,11675,0.0,0.0,0.0,0.0
3mruKpBcTtPpsqSyDQTBv5Cqf7FK4ZfzHE8S46PZEYxGHtZTzG,31807,0.0,0.0,0.0,0.0
3ms9uKbnMAccBAXPjnNajJWXinSz7TMEHgVoDLdVj7nDgRHtzP,1529,0.0,0.0,0.0,0.0
3msANmSFh8Uiii5f5jSYJDUXm4GESdfZEtjQJEkvo43aidcezp,70145,0.0,0.0,0.0,0.0
3msatypWT8QdFbf4dB4friJLQrjyFMXryqMuQkRDGvk7wU83LJ,8809,0.0,0.0,0.0,0.0
3msd3E8kXsD7DMuYh97pNHeFtfy9RyEv4evttAGmer7SydDJAV,27123,0.0,0.0,0.0,0.0
3mseyEf99wMfCdmwdeBhyPtqbptGKb1R1mSUPUdyezrT856cQe,63189,0.0,0.0,0.0,0.0
3msp6HDHqiS3RmVRQTZKeH6JQKPUCEwBXUqH6cE7FA2VzVeo25,10295,0.0,0.0,0.0,0.0
3mstkBxphSjqPrSEnneUttW2qvrfbBdPJxvbe3Gt226EhCQ7oR,84573,0.0,0.0,0.0,0.0
3msu12B3Xsy2DYmKgofs1wLCz76CAWq8wQqdJMyMbBy2S8REbU,28455,0.0,0.0,0.0,0.0
3msukDUBSKsseD3KJWpYmArNJibzLhzgtmKTggngPLsAGATHnj,18992,0.0,0.0,0.0,0.0
3msusDYzBiDe6eXfKB3VMhhPa1DwRhoeit4r7FAeYFUNoMDoZX,24339,0.0,0.0,0.0,0.0
3mt6Sr55BfjNXFd8zSLhJDLQHoyLQFwxTxHQNmLQg1wLJN2G9v,64709,0.0,0.0,0.0,0.0
3mt74fb1fHAh9a3sQhhDT1HUETUrukhrQDckudALTNNd5w3GAR,20744,0.0,0.0,0.0,0.0
3mtAafMEDZYjob13TCRMjeTBpj9nSsEDSsFS4zEKjWwxyXivoA,86725,0.0,0.0,0.0,0.0
3mtEmmcJqY42VfhAnpbq9KyvdyTFjauetSfnLXKPuD7RN9iW5G,43716,0.0,0.0,0.0,0.0
3mtGcx6KsE1AGCtTaDR9BxE6rqRfij5bP9a747xoZgXfMrDZ9B,52469,0.0,0.0,0.0,0.0
3mtNkQ3ZLxumQwMNU13CzeQGL41J66YkwxauReW5qXgcvDVkx2,73837,0.0,0.0,0.0,0.0
3mtVLVVqpUBUeo6T1aw2FSCqrwP96fo9SY8LLVLcenEorZR5KD,71174,0.0,0.0,0.0,0.0
3mtZegTqFA7p6tj6yFaGmnf4UBjVUypNERHQEi2B8gEvE91cQw,1717,0.0,0.0,0.0,0.0
3mtZvixwKvZbuy13avxBicuWnbTFN9kSnJDr76Eu2AVeutWREJ,41957,0.0,0.0,0.0,0.0
3mtdS8DBwpT1rQUQEEhV75T1Lr8sgUnUE4mmG9LmM5xHXcqCzq,68927,0.0,0.0,0.0,0.0
3mtfeaamEaLzxw2g7GGHFzn179gFaKLZdPhEFALhi7cXUyd1jH,55642,0.0,0.0,0.0,0.0
3mtgZQx3Axy54ss1GKx3aveJGBw8UHGQkr2ZJyJQPDcJTjTu9x,28258,0.0,0.0,0.0,0.0
3mthmN6MjLhphSBmm7qys7DNzAcXXxuetR41PRg7KpEaUs3fTR,15010,0.0,0.0,0.0,0.0
3mtnt9XfXEGNitW8hVf6nktcJ9Xz6h2AMRKrnGhBBLeKNep5X6,63968,0.0,0.0,0.0,0.0
3mtnwQpsfqSwafsnSdQxpFbRkTbjegxdYTRnmrqkZ7cXo3U5qZ,51882,0.0,0.0,0.0,0.0
3mtpBsTpzyHD3hKqZ1tNBaVMbzDpiYMBzBgLiNKHcoQ5jfJNwQ,64570,0.0,0.0,0.0,0.0
3mtup1HNKWgHG7Jj5PySmPNCNNXcp6kZAqDXao9ca5ssy8KifV,61296,0.0,0.0,0.0,0.0
3mu89HE6axyTGeLboamBMPMQeFZMiHHsiYXDzBGbXhUBQiTDTr,39581,0.0,0.0,0.0,0.0
3mu8CKY9fswFtMk4nSXoYveB4bB7BBStpehkpCacWVMQ2EKJp4,69117,0.0,0.0,0.0,0.0
3muDE9wm5RsgcPSBd6ZQk7ysJrs6oCJD5CFEfnL3JZATkoYFLX,4171,0.0,0.0,0.0,0.0
3muKDLnnLuSeGmLgaNukFyDRTyor2h8wp95VcxwCVfgh3sppaU,2861,0.0,0.0,0.0,0.0
3muNqGypRaxbMG4odGZa2ZzCK8cqX8AbWg2ubKTBKszvtvJb4N,62482,0.0,0.0,0.0,0.0
3muQ2e7j9MV6bYJFwGJBeGzWJecXe2fhGDCikZA5c1U4S4Psgt,9560,0.0,0.0,0.0,0.0
3mueHaJaPRhfYTLYDCpvUrepLr7yAJxemYV8GiFGBzi15WhZHA,44366,0.0,0.0,0.0,0.0
3mufVLuaZbbs2Xbgom8X5fJCJjN8giu216VnsB7toM2zfZp9g9,29046,0.0,0.0,0.0,0.0
3muhNLwafuUnyX67ngdSBFTzBKrPAap6cUjQsTWKiuCxszBxvU,82342,0.0,0.0,0.0,0.0
3mui1Fj1d4VAoZwThk4KbJEeQA4WmLod5SvZhM4GkUjbW1YnkU,16189,0.0,0.0,0.0,0.0
3mukvx4SCoq45RDbDoS4wRrhvb59UwzzKLp2vwoYrwmro5AkyX,2934,0.0,0.0,0.0,0.0
3mv2U4ZyEQnuAWSgENqfTubswZFcaZtFXADVEyXozhvAmLUKwv,68550,0.0,0.0,0.0,0.0
3mv2XjFRxm4FfNAYAfULqbmc4UPddb1md8Mx73JgUhxg88P7nz,47015,0.0,0.0,0.0,0.0
3mv4j8GRZd12Lx7qMq3Ezj16JzZPY8k8PGtXb3wdgchaUYkGQk,32323,0.0,0.0,0.0,0.0
3mvE3Mh9tWjMcR8ja3r9jbYDbGxCxjmrbbeNR9cNB7QFJK21qe,16838,0.0,0.0,0.0,0.0
3mvGH3ebVT63RL5YX583e3YXts1fJSk4DSorpx4XizwSoDWoV6,29515,0.0,0.0,0.0,0.0
3mvGVFXKXZw2HEXyQuZxdyHpFfjtB4bHZ3tjYHT8nEriyn5YdW,20929,0.0,0.0,0.0,0.0
3mvJ1ScZTkHsn1wawZg3JP17Do2YwtS6PZVUs5FCfesWax3TUo,20110,0.0,0.0,0.0,0.0
3mvN9HDrJ7wVqgwDgqapGY4f2MN76Cmn8d9pMpuVmwi2fL4KJa,51341,0.0,0.0,0.0,0.0
3mvNpbAETfQcj5UxYYHDkgMfitwa4fWn7FEkw9p7U7Qhw6c1FR,18195,0.0,0.0,0.0,0.0
3mvPpre7W498ytk9vLHW2KDSmzscxfngAA3hFh1G4y4rYSf8yd,32592,0.0,0.0,0.0,0.0
3mvWpZ4FXG7jxPsqyBXNAMXrAU2SfuLMypnCgeUEhDTjSrf5d1,45324,0.0,0.0,0.0,0.0
3mw2iUMUsbDyJehr4bepBpSfUHq2q5VvZm4SfeC7hi7tvEDHCz,11995,0.0,0.0,0.0,0.0
3mw8uVAf8jaMDNpfbuRkrxpjQhC2mYskjG6349N4JpZVYn5CRr,87641,0.0,0.0,0.0,0.0
3mwGsyCX9zcbrxdxEcwHcShecvuM3rm6GE7zQwDe8y1vGKuavq,68496,0.0,0.0,0.0,0.0
3mwKtU3g883S7Ch4ts1K4DLH2bu3vCHh4F5M9KA8QS58XLARKt,2265,0.0,0.0,0.0,0.0
3mwY1mKfoBHAESQQyEKNgtanZ9i6XhdTegvLZotsWF2setB12u,80,0.0,0.0,0.0,0.0
3mwbG5FzEMPJvzCsm6ixzPrkEem1EqCP7fm3y1BsfzHsk3brBa,12594,0.0,0.0,0.0,0.0
3mwcNaXnvznf1YSDZQaUBQYt5ZQwsS1TZGgqo1WKbMeUes82Gz,65641,0.0,0.0,0.0,0.0
3mwgd3Teb3vEp8hCEiAiQBAcvdzpEU3YyaBygmgksguJCnKWZu,65943,0.0,0.0,0.0,0.0
3mwiny2zqbD1MAufHPH5U2jESnLAtcBrR3WMGgiPjGGHRusgRs,59426,0.0,0.0,0.0,0.0
3mwrF6MWBe9NiX7BHwYqtCDW8g9rv9G77Ntm8i96Y8te4WBUPg,83496,0.0,0.0,0.0,0.0
3mwtbKUdvZYQS3FEWnVY4xmef1Aed5b3xbmMcXBzpmcxzxtEaN,1980,0.0,0.0,0.0,0.0
3mwuCokThmyExhfFH3ftfFok35VNUyrSkhZ8EXfrGjNRmneB1c,25267,0.0,0.0,0.0,0.0
3mx8SiHwwtAmJNFXXDS9aTRJTiczK4ogQe6tFC1Zd4yA6Hf3Ep,61919,0.0,0.0,0.0,0.0
3mxBAo21fHn7G4cqwWH5pe4T9616ehWqnUHxCgmd8S7kYNxjnb,79882,0.0,0.0,0.0,0.0
3mxCxFQLrap4D1S5AT6qC8obEF2wDMByeiDF2ycaHundmCFtav,35679,0.0,0.0,0.0,0.0
3mxJiTqwJJVDgB3jo51SbZLXfhZsfyTQYLDq1Hu6aoK4eJvEyk,4184,0.0,0.0,0.0,0.0
3mxNKuhXFooE1kvfsafj4JQj7C6Xgm4tDaMQANruZUzxF1UX5B,31751,0.0,0.0,0.0,0.0
3mxPRNdPcDsy7HMgwzfGajjCwbfwHt16DFCXzvmUQ5GvMUFrpC,33114,0.0,0.0,0.0,0.0
3mxiNkwxWovgF28XWQzRsANAPoQiUfMpbUt185Go9pMn8HpQQV,47432,0.0,0.0,0.0,0.0
3mxiqqY99p3VowvVLnxwdySh6YcGxstpZ917pXoDgAv4KCm2wm,23901,0.0,0.0,0.0,0.0
3my3RjGxiPyhKJY1KX3nZuntzFrrE6odA8WGTcwzNvXEaYiK2H,29929,0.0,0.0,0.0,0.0
3my5Fd55nzKGYj5W62bv29CJ8QZpKTqZCZki7tofkaUbsm2ZTL,58522,0.0,0.0,0.0,0.0
3my7HRDat7TZHQugoniFUBCKm9pXUV5V44H7rirxWogQT6wzhb,18577,0.0,0.0,0.0,0.0
3myDFZUJcajfTHBQ6N8bfcsuV8pzwpiU6CJ9BQSxwa8MZcscNn,16005,0.0,0.0,0.0,0.0
3myNEBAoBRSfdzU6czfC6syjPMh7aZXdgZfwAQZ6fZXae39GTH,76526,0.0,0.0,0.0,0.0
3myjCbPYZDVGYsydHJjFPKxj49WdCuQ2SrGCeWFQsCBk4vrms1,50378,0.0,0.0,0.0,0.0
3myjmW6cjpVKbKmvJcm4a6efzcEDrH4pZJjYvVVGNufFYHrxcg,73858,0.0,0.0,0.0,0.0
3myxL4mEfwvYGkBPQzJqDbR9qKB8n3SkHDTbvNBRezQBY7NtoM,21682,0.0,0.0,0.0,0.0
3mz2USeU9Py7kXuNF17XEL2LAp5AsY1Uq2qfheEopAhtQBtinG,66319,0.0,0.0,0.0,0.0
3mz6mLdAuWmzqXLfsAbvViy4QHckA5Dae1GPWj4nfjP1pUkx7f,81198,0.0,0.0,0.0,0.0
3mzRDRfwm8sEpax2uDetkk6jyp8iRh4vYb5z3C4zF62w23BcXT,83115,0.0,0.0,0.0,0.0
3mzUTHPzzsiVNjJdkXM7rxnY9iDB2Dzyv4aAqGy1mY4n3VKXai,16729,0.0,0.0,0.0,0.0
3mzj6JNxsRPAeQYwtouB2xhFt9dAepFxKoX6HgmUXhmRMk552h,794,0.0,0.0,0.0,0.0
3mzkgbCQTQUxEWZymp5a9XXXDAa1MbcdV83rWKbjidQhXBZp46,268,0.0,0.0,0.0,0.0
3mzqEhKSN2AKFgJqyaeigwx7iJU9Eg3GHyzVR4faSxC8tgPH2H,84700,0.0,0.0,0.0,0.0
3n1QJ4vSoyqaui61S4jFiCJKzM6Rzy2Gq2TLVCcrEzTL1H6FuP,26099,0.0,0.0,0.0,0.0
3n1RVy69yUEVzfdM5WDYb668bndhM1hxKxQw9rvLwo4FAhMp1D,4027,0.0,0.0,0.0,0.0
